accession	entry_name	protein_names	gene_names	organism	sequence_source	keywords	go_ids	ligand_chebis	decision	reason
A0A3P8VPJ0	A0A3P8VPJ0_CYNSE	G-protein coupled estrogen receptor 1 (G protein-coupled estrogen receptor 1) (G-protein coupled receptor 30)		Cynoglossus semilaevis (Tongue sole)	UniProt accession (from Rhea steroid-reaction query — corpus seed)	KW-0053;KW-0131;KW-1003;KW-0966;KW-0963;KW-0968;KW-0206;KW-0221;KW-1015;KW-0256;KW-0967;KW-0297;KW-0333;KW-0472;KW-0496;KW-0524;KW-0539;KW-0628;KW-0675;KW-1185;KW-0770;KW-0807;KW-0812;KW-1133	GO:0030424;GO:0016323;GO:0030659;GO:0005856;GO:0032591;GO:0005769;GO:0005789;GO:0000139;GO:0031966;GO:0005634;GO:0048471;GO:0014069;GO:0055037;GO:0038054;GO:0030284;GO:0005496;GO:0006915;GO:0007420;GO:0030154;GO:0071392;GO:0051447;GO:0043524;GO:1900194;GO:0040019;GO:2000179;GO:0045944		KEEP	KW-0675 steroid hormone receptor
A0A3P8Z683	A0A3P8Z683_ESOLU	Protein smoothened	SMO	Esox lucius (Northern pike)	UniProt accession (from Rhea steroid-reaction query — corpus seed)	KW-1003;KW-0966;KW-0217;KW-1015;KW-0297;KW-0325;KW-0472;KW-0675;KW-1185;KW-0732;KW-0807;KW-0812;KW-1133	GO:0005929;GO:0030425;GO:0005886;GO:0004930;GO:0008142;GO:0005113;GO:0007417;GO:0071679;GO:0007389;GO:0007224;GO:0009888		KEEP	KW-0675 steroid hormone receptor
A0A3P9AIW7	A0A3P9AIW7_ESOLU	G-protein coupled estrogen receptor 1 (G protein-coupled estrogen receptor 1) (G-protein coupled receptor 30)	GPER1	Esox lucius (Northern pike)	UniProt accession (from Rhea steroid-reaction query — corpus seed)	KW-0053;KW-0131;KW-1003;KW-0966;KW-0963;KW-0968;KW-0206;KW-0221;KW-1015;KW-0256;KW-0967;KW-0297;KW-0333;KW-0472;KW-0496;KW-0524;KW-0539;KW-0628;KW-0675;KW-1185;KW-0770;KW-0807;KW-0812;KW-1133	GO:0030424;GO:0016323;GO:0030659;GO:0005856;GO:0032591;GO:0005769;GO:0005789;GO:0000139;GO:0031966;GO:0005634;GO:0048471;GO:0014069;GO:0055037;GO:0038054;GO:0030284;GO:0005496;GO:0006915;GO:0007420;GO:0030154;GO:0071392;GO:0051447;GO:0043524;GO:1900194;GO:0040019;GO:2000179;GO:0045944		KEEP	KW-0675 steroid hormone receptor
A0A3P9BI05	A0A3P9BI05_9CICH	Protein smoothened		Maylandia zebra (zebra mbuna)	UniProt accession (from Rhea steroid-reaction query — corpus seed)	KW-1003;KW-0966;KW-0217;KW-1015;KW-0297;KW-0325;KW-0472;KW-0675;KW-1185;KW-0732;KW-0807;KW-0812;KW-1133	GO:0005929;GO:0030425;GO:0005886;GO:0004930;GO:0008142;GO:0005113;GO:0007417;GO:0071679;GO:0007389;GO:0007224;GO:0009888		KEEP	KW-0675 steroid hormone receptor
A0A3P9N8R6	A0A3P9N8R6_POERE	Protein smoothened		Poecilia reticulata (Guppy) (Acanthophacelus reticulatus)	UniProt accession (from Rhea steroid-reaction query — corpus seed)	KW-1003;KW-0966;KW-0217;KW-1015;KW-0297;KW-0325;KW-0472;KW-0675;KW-1185;KW-0732;KW-0807;KW-0812;KW-1133	GO:0005929;GO:0030425;GO:0005886;GO:0004930;GO:0008142;GO:0005113;GO:0007417;GO:0071679;GO:0007389;GO:0007224;GO:0009888		KEEP	KW-0675 steroid hormone receptor
A0A3P9NQ60	A0A3P9NQ60_POERE	G-protein coupled estrogen receptor 1 (G protein-coupled estrogen receptor 1) (G-protein coupled receptor 30)		Poecilia reticulata (Guppy) (Acanthophacelus reticulatus)	UniProt accession (from Rhea steroid-reaction query — corpus seed)	KW-0053;KW-0131;KW-1003;KW-0966;KW-0963;KW-0968;KW-0206;KW-0221;KW-1015;KW-0256;KW-0967;KW-0297;KW-0333;KW-0472;KW-0496;KW-0524;KW-0539;KW-0628;KW-0675;KW-1185;KW-0770;KW-0807;KW-0812;KW-1133	GO:0030424;GO:0016323;GO:0030659;GO:0005856;GO:0032591;GO:0005769;GO:0005789;GO:0000139;GO:0031966;GO:0005634;GO:0048471;GO:0014069;GO:0055037;GO:0038054;GO:0030284;GO:0005496;GO:0006915;GO:0007420;GO:0030154;GO:0071392;GO:0051447;GO:0043524;GO:1900194;GO:0040019;GO:2000179;GO:0045944		KEEP	KW-0675 steroid hormone receptor
A0A3Q0DID2	A0A3Q0DID2_CARSF	Endoplasmic reticulum membrane sensor NFE2L1 (Nuclear factor erythroid 2-related factor 1) (Nuclear factor, erythroid derived 2, like 1)	NFE2L1	Carlito syrichta (Philippine tarsier) (Tarsius syrichta)	UniProt accession (from Rhea steroid-reaction query — corpus seed)	KW-0010;KW-0153;KW-0175;KW-0238;KW-0256;KW-0325;KW-0443;KW-0446;KW-0472;KW-0539;KW-1185;KW-0678;KW-0735;KW-0753;KW-1207;KW-0804;KW-0805;KW-0812;KW-1133	GO:0005789;GO:0005634;GO:0032991;GO:0015485;GO:0001228;GO:0042802;GO:1990841;GO:0019904;GO:0044877;GO:0000978;GO:0008203;GO:0006351		KEEP	GO sterane-specific: ['GO:0015485']
A0A3Q0SP73	A0A3Q0SP73_AMPCI	Protein smoothened		Amphilophus citrinellus (Midas cichlid) (Cichlasoma citrinellum)	UniProt accession (from Rhea steroid-reaction query — corpus seed)	KW-1003;KW-0966;KW-0217;KW-1015;KW-0297;KW-0325;KW-0472;KW-0675;KW-1185;KW-0732;KW-0807;KW-0812;KW-1133	GO:0005929;GO:0030425;GO:0005886;GO:0004930;GO:0008142;GO:0005113;GO:0007417;GO:0071679;GO:0007389;GO:0007224;GO:0009888		KEEP	KW-0675 steroid hormone receptor
A0A3Q0TD54	A0A3Q0TD54_AMPCI	G-protein coupled estrogen receptor 1 (G protein-coupled estrogen receptor 1) (G-protein coupled receptor 30)		Amphilophus citrinellus (Midas cichlid) (Cichlasoma citrinellum)	UniProt accession (from Rhea steroid-reaction query — corpus seed)	KW-0053;KW-0131;KW-1003;KW-0966;KW-0963;KW-0968;KW-0206;KW-0221;KW-1015;KW-0256;KW-0967;KW-0297;KW-0333;KW-0472;KW-0496;KW-0524;KW-0539;KW-0628;KW-0675;KW-1185;KW-0770;KW-0807;KW-0812;KW-1133	GO:0030424;GO:0016323;GO:0030659;GO:0005856;GO:0032591;GO:0005769;GO:0005789;GO:0000139;GO:0031966;GO:0005634;GO:0048471;GO:0014069;GO:0055037;GO:0038054;GO:0030284;GO:0005496;GO:0006915;GO:0007420;GO:0030154;GO:0071392;GO:0051447;GO:0043524;GO:1900194;GO:0040019;GO:2000179;GO:0045944		KEEP	KW-0675 steroid hormone receptor
A0A3Q1CZX1	A0A3Q1CZX1_AMPOC	G-protein coupled estrogen receptor 1 (G protein-coupled estrogen receptor 1) (G-protein coupled receptor 30)	GPER1	Amphiprion ocellaris (Clown anemonefish)	UniProt accession (from Rhea steroid-reaction query — corpus seed)	KW-0053;KW-0131;KW-1003;KW-0966;KW-0963;KW-0968;KW-0206;KW-0221;KW-1015;KW-0256;KW-0967;KW-0297;KW-0333;KW-0472;KW-0496;KW-0524;KW-0539;KW-0628;KW-0675;KW-1185;KW-0770;KW-0807;KW-0812;KW-1133	GO:0030424;GO:0016323;GO:0030659;GO:0005856;GO:0032591;GO:0005769;GO:0005789;GO:0000139;GO:0031966;GO:0005634;GO:0048471;GO:0014069;GO:0055037;GO:0038054;GO:0030284;GO:0005496;GO:0006915;GO:0007420;GO:0030154;GO:0071392;GO:0051447;GO:0043524;GO:1900194;GO:0040019;GO:2000179;GO:0045944		KEEP	KW-0675 steroid hormone receptor
A0A3Q1ETI4	A0A3Q1ETI4_9TELE	Protein smoothened		Acanthochromis polyacanthus (spiny chromis)	UniProt accession (from Rhea steroid-reaction query — corpus seed)	KW-1003;KW-0966;KW-0217;KW-1015;KW-0297;KW-0325;KW-0472;KW-0675;KW-1185;KW-0732;KW-0807;KW-0812;KW-1133	GO:0005929;GO:0030425;GO:0005886;GO:0004930;GO:0008142;GO:0005113;GO:0007417;GO:0071679;GO:0007389;GO:0007224;GO:0009888		KEEP	KW-0675 steroid hormone receptor
A0A3Q1FX23	A0A3Q1FX23_9TELE	G-protein coupled estrogen receptor 1 (G protein-coupled estrogen receptor 1) (G-protein coupled receptor 30)		Acanthochromis polyacanthus (spiny chromis)	UniProt accession (from Rhea steroid-reaction query — corpus seed)	KW-0053;KW-0131;KW-1003;KW-0966;KW-0963;KW-0968;KW-0206;KW-0221;KW-1015;KW-0256;KW-0967;KW-0297;KW-0333;KW-0472;KW-0496;KW-0524;KW-0539;KW-0628;KW-0675;KW-1185;KW-0770;KW-0807;KW-0812;KW-1133	GO:0030424;GO:0016323;GO:0030659;GO:0005856;GO:0032591;GO:0005769;GO:0005789;GO:0000139;GO:0031966;GO:0005634;GO:0048471;GO:0014069;GO:0055037;GO:0038054;GO:0030284;GO:0005496;GO:0006915;GO:0007420;GO:0030154;GO:0071392;GO:0051447;GO:0043524;GO:1900194;GO:0040019;GO:2000179;GO:0045944		KEEP	KW-0675 steroid hormone receptor
A0A3Q1HFJ0	A0A3Q1HFJ0_ANATE	G-protein coupled estrogen receptor 1 (G protein-coupled estrogen receptor 1) (G-protein coupled receptor 30)	GPER1	Anabas testudineus (Climbing perch) (Anthias testudineus)	UniProt accession (from Rhea steroid-reaction query — corpus seed)	KW-0053;KW-0131;KW-1003;KW-0966;KW-0963;KW-0968;KW-0206;KW-0221;KW-1015;KW-0256;KW-0967;KW-0297;KW-0333;KW-0472;KW-0496;KW-0524;KW-0539;KW-0628;KW-0675;KW-1185;KW-0770;KW-0807;KW-0812;KW-1133	GO:0030424;GO:0016323;GO:0030659;GO:0005856;GO:0032591;GO:0005769;GO:0005789;GO:0000139;GO:0031966;GO:0005634;GO:0048471;GO:0014069;GO:0055037;GO:0038054;GO:0030284;GO:0005496;GO:0006915;GO:0007420;GO:0030154;GO:0071392;GO:0051447;GO:0043524;GO:1900194;GO:0040019;GO:2000179;GO:0045944		KEEP	KW-0675 steroid hormone receptor
A0A3Q1LU39	A0A3Q1LU39_BOVIN	Endoplasmic reticulum membrane sensor NFE2L1 (Nuclear factor erythroid 2-related factor 1) (Nuclear factor, erythroid derived 2, like 1)	NFE2L1	Bos taurus (Bovine)	UniProt accession (from Rhea steroid-reaction query — corpus seed)	KW-0010;KW-0153;KW-0175;KW-0238;KW-0256;KW-0325;KW-0443;KW-0446;KW-0472;KW-0539;KW-1185;KW-0678;KW-0735;KW-0753;KW-1207;KW-0804;KW-0805;KW-0812;KW-1133;KW-0832	GO:0005789;GO:0005634;GO:0032991;GO:0015485;GO:0001228;GO:0042802;GO:1990841;GO:0019904;GO:0044877;GO:0000978;GO:0008203;GO:0006351		KEEP	GO sterane-specific: ['GO:0015485']
A0A3Q1LUJ8	A0A3Q1LUJ8_BOVIN	Sodium/potassium-transporting ATPase subunit alpha	ATP1A1	Bos taurus (Bovine)	UniProt accession (from Rhea steroid-reaction query — corpus seed)	KW-0067;KW-1003;KW-0966;KW-0406;KW-0460;KW-0472;KW-0479;KW-0547;KW-0597;KW-0630;KW-0633;KW-1267;KW-1185;KW-0915;KW-0739;KW-0740;KW-1278;KW-0812;KW-1133;KW-0813	GO:0016324;GO:0030424;GO:0016323;GO:0016328;GO:0042470;GO:0031090;GO:0014069;GO:0005890;GO:0036126;GO:0030315;GO:0005524;GO:0016887;GO:0046872;GO:0005391;GO:0016791;GO:0051087;GO:1990239;GO:0044325;GO:0071383;GO:0030007;GO:0006883;GO:0086009;GO:0007231;GO:1990573;GO:1903416;GO:0036376	CHEBI:15377;CHEBI:15378;CHEBI:29101;CHEBI:29103;CHEBI:30616;CHEBI:43474;CHEBI:456216	KEEP	GO sterane-specific: ['GO:1990239']
A0A3Q1M1K7	A0A3Q1M1K7_BOVIN	Vitamin D3 receptor (1,25-dihydroxyvitamin D3 receptor) (Nuclear receptor subfamily 1 group I member 1)	VDR	Bos taurus (Bovine)	UniProt accession (from Rhea steroid-reaction query — corpus seed)	KW-0238;KW-0479;KW-0539;KW-0675;KW-1185;KW-0804;KW-0805;KW-0832;KW-0862;KW-0863	GO:0000785;GO:0005654;GO:0043235;GO:0090575;GO:0038186;GO:1902098;GO:1902121;GO:0046965;GO:0070644;GO:0008270;GO:0000902;GO:0046697;GO:0042789;GO:0010839;GO:0000122;GO:0038185;GO:0035435;GO:0010628;GO:0045618;GO:0045944;GO:0070564;GO:1903412;GO:0048384;GO:0070561		DROP_VITD	VDR — vitamin D nuclear receptor (secosteroid-only)
A0A3Q1M5F4	A0A3Q1M5F4_BOVIN	Androgen receptor (Dihydrotestosterone receptor) (Nuclear receptor subfamily 3 group C member 4)	AR	Bos taurus (Bovine)	UniProt accession (from Rhea steroid-reaction query — corpus seed)	KW-0963;KW-0238;KW-0446;KW-0479;KW-0539;KW-0597;KW-0675;KW-1185;KW-0754;KW-0804;KW-0805;KW-0862;KW-0863	GO:0000785;GO:0005829;GO:0016607;GO:0005886;GO:0032991;GO:0005497;GO:0051117;GO:0008013;GO:0003682;GO:0001228;GO:0140693;GO:0003707;GO:0070974;GO:0000978;GO:0000979;GO:0001091;GO:0061629;GO:0005102;GO:0005496;GO:0001223;GO:0008270;GO:0030521;GO:0071391;GO:0071394;GO:0006351;GO:0030520;GO:0140694;GO:0008285;GO:0000122;GO:0045597;GO:0008284;GO:0010628;GO:0045726;GO:1902895;GO:0045945		KEEP	GO sterane-specific: ['GO:0003707', 'GO:0005497']
A0A3Q1M7I4	A0A3Q1M7I4_BOVIN	Glucocorticoid receptor (Nuclear receptor subfamily 3 group C member 1)	NR3C1	Bos taurus (Bovine)	UniProt accession (from Rhea steroid-reaction query — corpus seed)	KW-0156;KW-0158;KW-0963;KW-0206;KW-0238;KW-0446;KW-0479;KW-0496;KW-0539;KW-0597;KW-0675;KW-1185;KW-0754;KW-0804;KW-0805;KW-0862;KW-0863	GO:0005813;GO:0005694;GO:0005829;GO:0016020;GO:0005739;GO:0016607;GO:0032991;GO:0005819;GO:0045202;GO:0001046;GO:0001228;GO:0001227;GO:0051879;GO:0042802;GO:0004883;GO:1990841;GO:0019901;GO:0000978;GO:1990239;GO:0017025;GO:0008270;GO:0048708;GO:0071549;GO:0071560;GO:0006325;GO:0006351;GO:0014004;GO:0061744;GO:0150076;GO:1902895;GO:0035249		KEEP	GO sterane-specific: ['GO:1990239']
A0A3Q1MS21	A0A3Q1MS21_BOVIN	Non-selective voltage-gated ion channel VDAC1 (Voltage-dependent anion-selective channel protein 1)	VDAC1	Bos taurus (Bovine)	UniProt accession (from Rhea steroid-reaction query — corpus seed)	KW-0007;KW-0053;KW-0067;KW-1003;KW-0406;KW-1017;KW-0472;KW-0496;KW-1000;KW-0520;KW-0547;KW-0597;KW-0626;KW-1267;KW-1185;KW-0812;KW-1134;KW-0813;KW-0832	GO:0045121;GO:0042645;GO:0005741;GO:0005757;GO:0005886;GO:0005524;GO:0097001;GO:0015485;GO:0042802;GO:0008142;GO:0031210;GO:0015288;GO:0019901;GO:0044325;GO:0008308;GO:0006915;GO:0030855;GO:1990542;GO:0043066;GO:0110099;GO:2000378;GO:1905091	CHEBI:15355;CHEBI:17996;CHEBI:18420;CHEBI:29034;CHEBI:29101;CHEBI:29103;CHEBI:29108;CHEBI:29985;CHEBI:30616;CHEBI:57262;CHEBI:57643;CHEBI:59905	KEEP	GO sterane-specific: ['GO:0015485']
A0A3Q2CUS8	A0A3Q2CUS8_CYPVA	Protein smoothened		Cyprinodon variegatus (Sheepshead minnow)	UniProt accession (from Rhea steroid-reaction query — corpus seed)	KW-1003;KW-0966;KW-0217;KW-1015;KW-0297;KW-0325;KW-0472;KW-0675;KW-1185;KW-0732;KW-0807;KW-0812;KW-1133	GO:0005929;GO:0030425;GO:0005886;GO:0004930;GO:0008142;GO:0005113;GO:0007417;GO:0071679;GO:0007389;GO:0007224;GO:0009888		KEEP	KW-0675 steroid hormone receptor
A0A3Q2EAL6	A0A3Q2EAL6_CYPVA	G-protein coupled estrogen receptor 1 (G protein-coupled estrogen receptor 1) (G-protein coupled receptor 30)		Cyprinodon variegatus (Sheepshead minnow)	UniProt accession (from Rhea steroid-reaction query — corpus seed)	KW-0053;KW-0131;KW-1003;KW-0966;KW-0963;KW-0968;KW-0206;KW-0221;KW-1015;KW-0256;KW-0967;KW-0297;KW-0333;KW-0472;KW-0496;KW-0524;KW-0539;KW-0628;KW-0675;KW-1185;KW-0770;KW-0807;KW-0812;KW-1133	GO:0030424;GO:0016323;GO:0030659;GO:0005856;GO:0032591;GO:0005769;GO:0005789;GO:0000139;GO:0031966;GO:0005634;GO:0048471;GO:0014069;GO:0055037;GO:0038054;GO:0030284;GO:0005496;GO:0006915;GO:0007420;GO:0030154;GO:0071392;GO:0051447;GO:0043524;GO:1900194;GO:0040019;GO:2000179;GO:0045944		KEEP	KW-0675 steroid hormone receptor
A0A3Q2H4K0	A0A3Q2H4K0_HORSE	Protein smoothened	SMO	Equus caballus (Horse)	UniProt accession (from Rhea steroid-reaction query — corpus seed)	KW-1003;KW-0966;KW-0217;KW-1015;KW-0297;KW-0325;KW-0472;KW-0675;KW-1185;KW-0732;KW-0807;KW-0812;KW-1133	GO:0097731;GO:0005901;GO:0005814;GO:0060170;GO:0005929;GO:0030425;GO:0005783;GO:0005793;GO:0005794;GO:0005770;GO:0005886;GO:0004862;GO:0004930;GO:0008142;GO:0005113;GO:0034236;GO:0140311;GO:0071397;GO:0007417;GO:0071679;GO:0060242;GO:0003140;GO:0048853;GO:0001947;GO:0072285;GO:0007494;GO:0045892;GO:0010629;GO:0007389;GO:0090190;GO:0030335;GO:0045893;GO:0010628;GO:0040018;GO:0046622;GO:2000826;GO:0048745;GO:0007224;GO:0061053;GO:0021513;GO:0007371		KEEP	KW-0675 steroid hormone receptor
A0A3Q2HXV7	A0A3Q2HXV7_HORSE	Patched 1	PTCH1	Equus caballus (Horse)	UniProt accession (from Rhea steroid-reaction query — corpus seed)	KW-0325;KW-0472;KW-0675;KW-1185;KW-0812;KW-1133	GO:0045177;GO:0005901;GO:0005929;GO:0005794;GO:0030496;GO:0048471;GO:0005886;GO:0015485;GO:0030332;GO:0097108;GO:0008158;GO:0008201;GO:0005113;GO:0044877;GO:0005119;GO:0007420;GO:0071397;GO:0035108;GO:0072205;GO:0051782;GO:0045668;GO:0045879;GO:0000122;GO:0021997;GO:0001841;GO:0021532;GO:0060037;GO:0010875;GO:0045893;GO:0072659;GO:0032880;GO:0007165;GO:0048745;GO:0061053		KEEP	GO sterane-specific: ['GO:0015485']
A0A3Q2KVK7	A0A3Q2KVK7_HORSE	Sodium/potassium-transporting ATPase subunit alpha	ATP1A2	Equus caballus (Horse)	UniProt accession (from Rhea steroid-reaction query — corpus seed)	KW-0067;KW-1003;KW-0406;KW-0460;KW-0472;KW-0479;KW-0547;KW-0597;KW-0630;KW-0633;KW-1185;KW-0915;KW-0739;KW-0740;KW-1278;KW-0812;KW-1133;KW-0813	GO:0042995;GO:0009986;GO:0005783;GO:0043025;GO:0031090;GO:0005886;GO:0005890;GO:0030315;GO:0005524;GO:0016887;GO:0005391;GO:0030955;GO:0051087;GO:0031402;GO:1990239;GO:0046034;GO:0008015;GO:0007154;GO:0071383;GO:0030007;GO:0006883;GO:0035641;GO:1990573;GO:1902600;GO:0008016;GO:0006942;GO:0010996;GO:1903416;GO:0036376	CHEBI:15377;CHEBI:15378;CHEBI:29101;CHEBI:29103;CHEBI:30616;CHEBI:43474;CHEBI:456216	KEEP	GO sterane-specific: ['GO:1990239']
A0A3Q2LSQ9	A0A3Q2LSQ9_HORSE	Sodium/potassium-transporting ATPase subunit alpha	ATP1A1	Equus caballus (Horse)	UniProt accession (from Rhea steroid-reaction query — corpus seed)	KW-0067;KW-1003;KW-0966;KW-0406;KW-0460;KW-0472;KW-0479;KW-0547;KW-0597;KW-0630;KW-0633;KW-1267;KW-1185;KW-0915;KW-0739;KW-0740;KW-1278;KW-0812;KW-1133;KW-0813	GO:0016324;GO:0030424;GO:0016323;GO:0016328;GO:0042470;GO:0031090;GO:0014069;GO:0042383;GO:0005890;GO:0036126;GO:0030315;GO:0005524;GO:0016887;GO:0046872;GO:0005391;GO:0016791;GO:0051087;GO:1990239;GO:0044325;GO:0071383;GO:0030007;GO:0006883;GO:0086009;GO:0007231;GO:1990573;GO:1902600;GO:1903416;GO:0036376	CHEBI:15377;CHEBI:15378;CHEBI:29101;CHEBI:29103;CHEBI:30616;CHEBI:43474;CHEBI:456216	KEEP	GO sterane-specific: ['GO:1990239']
A0A3Q2PWF8	A0A3Q2PWF8_FUNHE	Protein smoothened		Fundulus heteroclitus (Killifish) (Mummichog)	UniProt accession (from Rhea steroid-reaction query — corpus seed)	KW-1003;KW-0966;KW-0217;KW-1015;KW-0297;KW-0325;KW-0472;KW-0675;KW-1185;KW-0732;KW-0807;KW-0812;KW-1133	GO:0005929;GO:0030425;GO:0005886;GO:0004930;GO:0008142;GO:0005113;GO:0007417;GO:0071679;GO:0007389;GO:0007224;GO:0009888		KEEP	KW-0675 steroid hormone receptor
A0A3Q2TZF4	A0A3Q2TZF4_FUNHE	G-protein coupled estrogen receptor 1 (G protein-coupled estrogen receptor 1) (G-protein coupled receptor 30)		Fundulus heteroclitus (Killifish) (Mummichog)	UniProt accession (from Rhea steroid-reaction query — corpus seed)	KW-0053;KW-0131;KW-1003;KW-0966;KW-0963;KW-0968;KW-0206;KW-0221;KW-1015;KW-0256;KW-0967;KW-0297;KW-0333;KW-0472;KW-0496;KW-0524;KW-0539;KW-0628;KW-0675;KW-1185;KW-0770;KW-0807;KW-0812;KW-1133	GO:0030424;GO:0016323;GO:0030659;GO:0005856;GO:0032591;GO:0005769;GO:0005789;GO:0000139;GO:0031966;GO:0005634;GO:0048471;GO:0014069;GO:0055037;GO:0038054;GO:0030284;GO:0005496;GO:0006915;GO:0007420;GO:0030154;GO:0071392;GO:0051447;GO:0043524;GO:1900194;GO:0040019;GO:2000179;GO:0045944		KEEP	KW-0675 steroid hormone receptor
A0A3Q2UCE3	A0A3Q2UCE3_CHICK	RAR related orphan receptor A	RORA	Gallus gallus (Chicken)	UniProt accession (from Rhea steroid-reaction query — corpus seed)	KW-0217;KW-0238;KW-0479;KW-0539;KW-0675;KW-1185;KW-0804;KW-0805;KW-0862;KW-0863	GO:0005730;GO:0005634;GO:0008013;GO:0004879;GO:0008142;GO:0000978;GO:0001223;GO:0001222;GO:0008270;GO:0001525;GO:0071456;GO:0036315;GO:0021930;GO:0042632;GO:0032922;GO:0006351;GO:0042692;GO:0043124;GO:0045599;GO:0050728;GO:0042753;GO:0045893;GO:0010575;GO:0010906;GO:0008589;GO:0019218;GO:0006357;GO:0072539;GO:0070328;GO:0006805		KEEP	KW-0675 steroid hormone receptor
A0A3Q2WI54	A0A3Q2WI54_HAPBU	Protein smoothened		Haplochromis burtoni (Burton's mouthbrooder) (Chromis burtoni)	UniProt accession (from Rhea steroid-reaction query — corpus seed)	KW-1003;KW-0966;KW-0217;KW-1015;KW-0297;KW-0325;KW-0472;KW-0675;KW-1185;KW-0732;KW-0807;KW-0812;KW-1133	GO:0005929;GO:0030425;GO:0005886;GO:0004930;GO:0008142;GO:0005113;GO:0007417;GO:0071679;GO:0007389;GO:0007224;GO:0009888		KEEP	KW-0675 steroid hormone receptor
A0A3Q2YZU0	A0A3Q2YZU0_HIPCM	Protein smoothened		Hippocampus comes (Tiger tail seahorse)	UniProt accession (from Rhea steroid-reaction query — corpus seed)	KW-1003;KW-0966;KW-0217;KW-1015;KW-0297;KW-0325;KW-0472;KW-0675;KW-1185;KW-0732;KW-0807;KW-0812;KW-1133	GO:0005929;GO:0030425;GO:0005886;GO:0004930;GO:0008142;GO:0005113;GO:0007417;GO:0071679;GO:0007389;GO:0007224;GO:0009888		KEEP	KW-0675 steroid hormone receptor
A0A3Q3B7D3	A0A3Q3B7D3_KRYMA	G-protein coupled estrogen receptor 1 (G protein-coupled estrogen receptor 1) (G-protein coupled receptor 30)		Kryptolebias marmoratus (Mangrove killifish) (Rivulus marmoratus)	UniProt accession (from Rhea steroid-reaction query — corpus seed)	KW-0053;KW-0131;KW-1003;KW-0966;KW-0963;KW-0968;KW-0206;KW-0221;KW-1015;KW-0256;KW-0967;KW-0297;KW-0333;KW-0472;KW-0496;KW-0524;KW-0539;KW-0628;KW-0675;KW-1185;KW-0770;KW-0807;KW-0812;KW-1133	GO:0030424;GO:0016323;GO:0030659;GO:0005856;GO:0032591;GO:0005769;GO:0005789;GO:0000139;GO:0031966;GO:0005634;GO:0048471;GO:0014069;GO:0055037;GO:0038054;GO:0030284;GO:0005496;GO:0006915;GO:0007420;GO:0030154;GO:0071392;GO:0051447;GO:0043524;GO:1900194;GO:0040019;GO:2000179;GO:0045944		KEEP	KW-0675 steroid hormone receptor
A0A3Q3B7V2	A0A3Q3B7V2_KRYMA	Protein smoothened		Kryptolebias marmoratus (Mangrove killifish) (Rivulus marmoratus)	UniProt accession (from Rhea steroid-reaction query — corpus seed)	KW-1003;KW-0966;KW-0217;KW-1015;KW-0297;KW-0325;KW-0472;KW-0675;KW-1185;KW-0732;KW-0807;KW-0812;KW-1133	GO:0005929;GO:0030425;GO:0005886;GO:0004930;GO:0008142;GO:0005113;GO:0007417;GO:0071679;GO:0007389;GO:0007224;GO:0009888		KEEP	KW-0675 steroid hormone receptor
A0A3Q3E2K1	A0A3Q3E2K1_HIPCM	G-protein coupled estrogen receptor 1 (G protein-coupled estrogen receptor 1) (G-protein coupled receptor 30)		Hippocampus comes (Tiger tail seahorse)	UniProt accession (from Rhea steroid-reaction query — corpus seed)	KW-0053;KW-0131;KW-1003;KW-0966;KW-0963;KW-0968;KW-0206;KW-0221;KW-1015;KW-0256;KW-0967;KW-0297;KW-0333;KW-0472;KW-0496;KW-0524;KW-0539;KW-0628;KW-0675;KW-1185;KW-0770;KW-0807;KW-0812;KW-1133	GO:0030424;GO:0016323;GO:0030659;GO:0005856;GO:0032591;GO:0005769;GO:0005789;GO:0000139;GO:0031966;GO:0005634;GO:0048471;GO:0014069;GO:0055037;GO:0038054;GO:0030284;GO:0005496;GO:0006915;GO:0007420;GO:0030154;GO:0071392;GO:0051447;GO:0043524;GO:1900194;GO:0040019;GO:2000179;GO:0045944		KEEP	KW-0675 steroid hormone receptor
A0A3Q3FRC4	A0A3Q3FRC4_9LABR	Protein smoothened		Labrus bergylta (ballan wrasse)	UniProt accession (from Rhea steroid-reaction query — corpus seed)	KW-1003;KW-0966;KW-0217;KW-1015;KW-0297;KW-0325;KW-0472;KW-0675;KW-1185;KW-0732;KW-0807;KW-0812;KW-1133	GO:0005929;GO:0030425;GO:0005886;GO:0004930;GO:0008142;GO:0005113;GO:0007417;GO:0071679;GO:0007389;GO:0007224;GO:0009888		KEEP	KW-0675 steroid hormone receptor
