i	j	len_i	len_j	identity
3399	13274	291	505	0.2152777777777778
15703	15498	453	448	0.3333333333333333
32307	33333	1348	173	0.25
33057	25234	1027	565	0.24786324786324787
7541	17648	508	164	0.19047619047619047
3973	20862	621	500	0.3793103448275862
30462	26678	396	234	0.27586206896551724
4289	31730	361	711	0.30303030303030304
1894	26705	1017	1085	0.34375
15318	1220	448	1033	0.2558139534883721
17639	6652	220	241	0.21348314606741572
16142	8229	1311	1508	0.22913256955810146
19963	26656	624	485	0.2857142857142857
29227	5499	512	415	0.4666666666666667
32796	13333	506	191	0.38095238095238093
9330	24464	768	730	0.2331288343558282
11022	16066	270	394	0.225
27771	29605	558	456	0.2602739726027397
2738	65	271	636	0.35714285714285715
30451	18956	277	486	0.36666666666666664
10969	35	1162	252	0.20652173913043478
3943	31600	536	373	0.2978723404255319
17911	16442	332	425	0.20689655172413793
24913	23030	222	515	0.20754716981132076
13943	33444	1508	308	0.5
18436	2980	538	732	0.3525641025641026
10578	35002	588	430	0.4166666666666667
4583	19702	710	345	0.30158730158730157
5879	25906	417	725	0.26666666666666666
8059	9152	548	530	0.5996131528046421
18314	28309	1337	543	0.256
13818	33083	1509	103	0.2037037037037037
20860	22454	552	487	0.2727272727272727
17128	29669	414	227	0.47058823529411764
17892	16117	632	362	0.48
21078	22389	863	348	0.3055555555555556
13803	30133	1279	470	0.2
21525	1040	1321	554	0.5384615384615384
8763	134	467	320	0.25
31229	280	826	448	0.2440944881889764
627	11372	393	516	0.32142857142857145
27077	32045	451	193	0.2962962962962963
25741	5318	574	570	0.8144876325088339
5080	2028	470	258	0.19680851063829788
29175	8088	396	513	0.29591836734693877
23133	24666	835	1548	0.30864197530864196
23459	25346	942	521	0.27941176470588236
11612	552	408	391	0.34782608695652173
8176	30323	547	488	0.19148936170212766
24279	12647	1508	294	0.2777777777777778
29135	613	536	1283	0.3103448275862069
14517	1296	201	255	0.21428571428571427
18424	23450	500	263	0.2804878048780488
12550	5896	505	355	0.4074074074074074
19869	14493	513	1307	0.2857142857142857
15352	32362	556	254	0.3333333333333333
23789	2411	365	323	0.375
18399	32298	396	261	0.3103448275862069
13702	467	484	535	0.2222222222222222
12850	25957	362	900	0.24691358024691357
7270	18176	1346	448	0.32
32789	32375	201	373	0.2391304347826087
11172	12698	417	505	0.4583333333333333
11503	4283	507	292	0.19230769230769232
8404	4263	554	346	0.4090909090909091
8351	17014	1267	255	0.2682926829268293
14939	34280	1070	178	0.35714285714285715
17978	12573	220	320	0.5555555555555556
1515	34926	543	190	0.3103448275862069
16575	29748	218	244	0.3939393939393939
128	27991	444	417	0.41935483870967744
3398	21168	1300	276	0.21476510067114093
28347	26665	535	283	0.21951219512195122
17959	7976	1305	527	0.4375
33966	30578	768	759	0.27835051546391754
32477	23689	296	440	0.3225806451612903
33898	2848	354	483	0.2631578947368421
14715	3077	292	313	0.26506024096385544
18214	27529	422	847	0.3
34892	29416	368	255	0.3157894736842105
20725	338	464	271	0.8178438661710037
25680	12753	1019	365	0.3333333333333333
21935	5361	587	1330	0.23399014778325122
1662	14786	294	478	0.38235294117647056
27775	4878	398	346	0.19767441860465115
16382	12902	1276	1509	0.22403924775143091
10779	21576	499	534	0.21921182266009853
20368	4118	349	312	0.3157894736842105
6339	1826	286	542	0.8333333333333334
31455	28308	418	256	0.3181818181818182
1574	21908	502	707	0.3103448275862069
16410	16197	524	362	0.24
7067	31036	500	558	0.2830188679245283
15621	22334	484	837	0.2391304347826087
3567	21862	741	510	0.28169014084507044
34057	15515	236	448	0.5
4778	28739	351	372	0.3157894736842105
6269	29258	1515	250	0.3333333333333333
8180	5605	1352	414	0.2692307692307692
3977	2185	586	255	0.42105263157894735
24732	20531	471	364	0.375
4261	8358	520	460	0.42105263157894735
4063	28961	552	253	0.3793103448275862
3590	19757	515	1089	0.23076923076923078
28301	4311	538	521	0.3333333333333333
6673	3656	293	317	0.23076923076923078
3421	19327	543	499	0.2391304347826087
24999	26324	678	422	0.24
6280	26942	615	1239	0.3111111111111111
15277	695	372	529	0.3235294117647059
29714	25160	528	1288	0.21518987341772153
30422	28056	1502	386	0.2459016393442623
6637	22257	503	1235	0.2
1702	29758	474	462	0.5
33896	21508	250	487	0.34285714285714286
12614	7078	165	470	0.2631578947368421
6729	805	451	1048	0.3333333333333333
4426	12688	659	192	0.3181818181818182
8256	33351	538	292	0.25806451612903225
16795	23290	312	1513	0.3
27591	31548	670	529	0.2972972972972973
29138	12184	741	277	0.47058823529411764
15935	9022	394	448	0.3
2888	3964	312	358	0.2608695652173913
8367	20425	224	357	0.5454545454545454
28563	33628	690	103	0.21875
23445	20394	1541	349	0.3939393939393939
9543	9660	865	312	0.5454545454545454
30770	20229	493	501	0.3333333333333333
22472	19075	599	271	0.26153846153846155
24171	529	1473	304	0.1724137931034483
33926	9476	236	346	0.35135135135135137
3756	15557	254	1308	0.29310344827586204
33233	3578	773	512	0.3055555555555556
27660	22532	147	417	0.1951219512195122
12806	13131	502	291	0.3953488372093023
13189	4482	164	401	0.2916666666666667
22383	12409	512	477	0.38095238095238093
31177	30631	423	1537	0.205607476635514
21701	21997	481	458	0.21978021978021978
19636	27439	1269	1320	0.24586549062844543
21536	10635	545	236	0.16666666666666666
6871	29773	1256	483	0.375
2765	32501	1545	510	0.35294117647058826
14378	242	1325	546	0.25862068965517243
14616	15091	376	629	0.21495327102803738
30574	13968	230	394	0.24074074074074073
15664	31506	192	495	0.26666666666666666
21726	24635	261	293	0.32
13455	26234	1286	549	0.273972602739726
12074	440	759	739	0.36585365853658536
23777	648	451	261	0.4
4832	23454	533	516	0.20874751491053678
1967	7549	524	1627	0.1724137931034483
9332	19043	541	1322	0.30303030303030304
28862	12740	487	521	0.3125
23587	2877	508	330	0.45
1945	13049	533	920	0.36363636363636365
12964	18618	231	1334	0.24242424242424243
11412	14348	334	556	0.6666666666666666
17170	11421	385	261	0.32608695652173914
22270	16119	1478	190	0.2876712328767123
11700	12844	298	1508	0.42105263157894735
1408	11539	594	540	0.2127659574468085
17156	6631	1531	567	0.3
1375	8994	503	1295	0.30434782608695654
24833	7272	1326	1262	0.2388888888888889
22176	13778	445	551	0.24074074074074073
19993	29897	504	1326	0.2545454545454545
15738	24224	165	244	0.23404255319148937
24402	11230	513	509	0.288981288981289
34532	28424	354	341	0.2727272727272727
4284	7765	277	310	0.35714285714285715
9465	8571	885	1510	0.23376623376623376
12428	12562	502	1310	0.36
34901	24785	934	345	0.4166666666666667
24527	20837	322	1349	0.21875
28150	16026	580	1325	0.3870967741935484
3027	12392	427	489	0.18421052631578946
35092	19279	349	475	0.2903225806451613
9736	21474	678	1209	0.2601626016260163
16198	3490	1509	675	0.254416961130742
18354	8287	277	484	0.391304347826087
33309	32046	1021	507	0.26262626262626265
13712	5335	326	464	0.3333333333333333
30845	4251	182	550	0.3
10972	33332	799	1024	0.3333333333333333
25435	33368	501	264	0.3157894736842105
24527	32675	322	528	0.2708333333333333
34006	30426	595	619	0.5454545454545454
11730	21091	1313	1517	0.3699036323202372
24502	34437	256	277	0.3225806451612903
31673	32426	406	373	0.3548387096774194
31048	17585	546	454	0.45454545454545453
26276	2398	530	276	0.3125
13579	14386	292	232	0.34146341463414637
13303	29627	446	456	0.24503311258278146
15360	25945	496	502	0.42857142857142855
14325	20053	484	558	0.6
27854	24712	256	506	0.2765957446808511
10302	24517	512	244	0.47058823529411764
16680	5554	192	523	0.5555555555555556
8803	5506	1268	516	0.24444444444444444
19336	29131	451	281	0.2972972972972973
34001	23040	371	566	0.2549019607843137
15084	2696	373	886	0.38095238095238093
30490	33571	480	1507	0.22033898305084745
22044	27925	467	849	0.3684210526315789
29566	30641	528	516	0.2222222222222222
28344	26801	1282	339	0.25274725274725274
24085	32606	551	1531	0.2413793103448276
20776	17892	431	632	0.375
25059	1619	247	424	0.5
11768	28946	264	503	0.8571428571428571
15321	17407	292	255	0.19540229885057472
4973	23533	500	1360	0.36363636363636365
5401	19301	499	494	0.34615384615384615
32883	33606	354	283	0.23684210526315788
5122	18115	1312	306	0.38095238095238093
14925	6449	532	1520	0.5384615384615384
7771	4675	1322	405	0.2807017543859649
23608	2508	1277	571	0.2894736842105263
13127	21873	1509	845	0.3076923076923077
12887	21577	165	446	0.5
16385	19838	332	520	0.2916666666666667
17987	12493	301	505	0.2987012987012987
9035	17113	863	299	0.36363636363636365
559	19626	448	560	0.42105263157894735
18471	22716	410	276	0.2608695652173913
26464	26591	253	411	0.3793103448275862
779	30933	530	260	0.4166666666666667
33596	9783	888	504	0.3181818181818182
26050	14914	345	292	0.22488038277511962
14871	13754	428	190	0.7054794520547946
31092	15317	372	451	0.25
33805	30719	716	485	0.3
30238	22325	516	347	0.375
5627	20517	584	654	0.7569331158238173
12310	28101	348	498	0.375
27373	13735	543	394	0.38461538461538464
28749	29489	255	498	0.25
1972	24556	524	653	0.28
9106	8411	591	530	0.29310344827586204
20025	634	489	1277	0.36666666666666664
32754	23243	255	289	0.2585034013605442
22270	14777	1478	1507	0.3623405851462866
27469	27899	496	261	0.24074074074074073
26435	19637	793	1246	0.23178807947019867
21369	1523	259	516	0.24324324324324326
2110	9118	374	1290	0.2962962962962963
10072	21643	487	236	0.5714285714285714
25617	24990	499	552	0.4444444444444444
13382	25600	192	523	0.24113475177304963
4175	35028	1162	525	0.2289156626506024
25325	12342	656	918	0.2923076923076923
31115	7119	322	520	0.3333333333333333
21550	29591	483	456	0.3925438596491228
19965	6110	588	312	0.2692307692307692
11234	6836	399	509	0.2653061224489796
11641	2101	498	524	0.22879177377892032
32021	1758	323	334	0.5833333333333334
12235	13041	402	293	0.208955223880597
4554	25289	498	858	0.2857142857142857
18600	13493	1578	505	0.2564102564102564
15272	19077	1332	1241	0.9098567818028643
34366	4586	530	1272	0.30303030303030304
29796	3765	394	521	0.3
24159	33982	267	773	0.3269230769230769
723	11260	528	523	0.39375
21415	26926	332	353	0.29411764705882354
25631	10291	1219	1612	0.22662173546756528
7257	8463	337	1242	0.3333333333333333
27421	31342	534	375	0.3333333333333333
4506	25493	325	621	0.2112676056338028
13531	8515	218	1244	0.24193548387096775
13479	20300	394	435	0.27692307692307694
28324	31115	528	322	0.27906976744186046
10405	20336	373	1272	0.22685185185185186
13302	32930	1280	375	0.2692307692307692
30078	18051	467	237	0.32142857142857145
13218	487	448	1335	0.4090909090909091
9351	29211	1250	560	0.4090909090909091
4192	26164	410	697	0.2
16176	34462	301	753	0.4375
21554	32175	500	404	0.27586206896551724
30159	30323	237	488	0.2692307692307692
2561	5970	279	382	0.38095238095238093
18868	29904	544	407	0.3333333333333333
22726	19493	364	1190	0.2608695652173913
25630	11477	518	891	0.3958333333333333
27200	16327	343	1332	0.25333333333333335
11768	28316	264	785	0.23404255319148937
12022	6260	1478	1530	0.5381136950904393
25791	2861	520	500	0.24347826086956523
15708	10350	164	551	0.3333333333333333
17942	19129	555	365	0.1875
4374	14238	1529	292	0.27906976744186046
32341	26953	503	555	0.2459016393442623
7944	24165	1344	533	0.35185185185185186
5015	6895	518	277	0.5555555555555556
33056	21365	375	258	0.358974358974359
26876	29552	534	658	0.47058823529411764
10802	16565	569	394	0.32075471698113206
13590	33165	638	902	0.41935483870967744
2925	30288	304	681	0.4666666666666667
1750	4796	508	371	0.44
30271	24979	546	317	0.2328767123287671
22521	26171	876	242	0.3333333333333333
12740	25996	521	474	0.29310344827586204
2475	703	345	621	0.3611111111111111
16423	7515	648	256	0.22666666666666666
8944	21437	527	1336	0.3684210526315789
30424	31769	396	495	0.24358974358974358
30235	4471	255	502	0.391304347826087
5409	15878	836	292	0.23770491803278687
28686	9191	544	358	0.42857142857142855
30853	18293	542	521	0.2619047619047619
10575	11179	542	515	0.2894736842105263
1183	6587	528	500	0.34615384615384615
11615	19277	321	513	0.18072289156626506
8136	35039	278	212	0.3181818181818182
25614	11039	1364	254	0.2835820895522388
5084	734	336	516	0.2894736842105263
17907	10059	1269	452	0.2692307692307692
28878	23467	504	225	0.3620689655172414
11661	14199	573	300	0.2
2257	34884	501	354	0.23214285714285715
14166	28970	473	517	0.2903225806451613
3129	34267	507	448	0.27450980392156865
6736	25599	428	851	0.29411764705882354
20206	29097	563	254	0.3333333333333333
3435	305	794	535	0.3548387096774194
3189	24732	517	471	0.4230769230769231
13221	16364	539	394	0.35714285714285715
24552	15632	338	448	0.5
13106	5989	292	850	0.25
1051	27635	533	544	0.6254612546125461
1831	954	269	293	0.2857142857142857
22093	12592	430	506	0.38461538461538464
4140	14455	277	1343	0.30434782608695654
6330	11002	536	449	0.9443207126948775
10947	2884	492	923	0.2
27242	33587	342	783	0.25
7057	21439	784	1297	0.4166666666666667
21147	12422	261	95	0.17391304347826086
13573	25890	853	608	0.5625
28041	7917	612	522	0.38461538461538464
15231	14010	539	163	0.4
6939	23368	543	273	0.265625
21192	11378	488	541	0.3469387755102041
982	26354	239	254	0.2962962962962963
20725	785	464	533	0.37751004016064255
25505	13943	590	1508	0.42105263157894735
30066	14424	524	1286	0.3333333333333333
4326	18248	443	546	0.4444444444444444
24181	2879	1324	545	0.34782608695652173
4412	14323	221	453	0.3125
26941	19761	522	504	0.6789883268482491
32740	6672	537	887	0.4
11236	16511	309	631	0.2
6209	21256	528	629	0.28
25465	8711	408	1246	0.2549019607843137
21761	11490	482	436	0.2894736842105263
20838	31596	533	373	0.4230769230769231
4424	21961	342	525	0.2857142857142857
1156	29419	445	541	0.2542372881355932
25059	33490	247	1019	0.1981981981981982
15232	32992	524	267	0.2972972972972973
871	15244	502	220	0.24161073825503357
1390	8130	341	358	0.3724137931034483
20240	15492	519	299	0.3235294117647059
28082	15961	464	165	0.5454545454545454
5202	3927	398	396	0.325
9014	24544	1186	252	0.26666666666666666
32684	19438	702	1287	0.22012578616352202
13239	9939	142	1272	0.1917808219178082
24625	13394	1527	365	0.375
2484	15601	584	191	0.6666666666666666
29080	21541	503	1080	0.3
8799	18227	414	522	0.39473684210526316
20810	2595	349	292	0.2702702702702703
34135	27190	530	520	0.2903225806451613
18904	1552	407	696	0.21428571428571427
15008	21710	362	618	0.38095238095238093
22461	15876	308	190	0.3888888888888889
13488	3543	293	414	0.40540540540540543
16275	14578	502	523	0.3111111111111111
25001	34175	325	589	0.3333333333333333
21078	12028	863	297	0.5294117647058824
28990	396	525	783	0.2246376811594203
4234	32220	542	173	0.35714285714285715
4586	12613	1272	475	0.24817518248175183
3414	9275	255	505	0.3333333333333333
13383	8228	186	513	0.5775401069518716
6013	11382	222	277	0.26666666666666666
13393	15486	556	1320	0.26153846153846155
33254	5122	389	1312	0.2753623188405797
27934	30610	482	617	0.3103448275862069
20412	10758	420	292	0.3142857142857143
12945	16051	255	190	0.5555555555555556
27788	11562	377	255	0.35
16316	19864	484	1236	0.234375
18700	29377	1208	515	0.23809523809523808
13199	17816	521	556	0.20833333333333334
31534	5243	526	417	0.42105263157894735
23565	26099	1488	975	0.38095238095238093
24754	10994	259	621	0.3121951219512195
30848	28926	262	516	0.5
27701	33114	474	824	0.2571428571428571
28405	10215	586	645	0.3404255319148936
31588	1298	259	252	0.3870967741935484
24996	28009	1551	203	0.2926829268292683
5454	19675	346	314	0.46153846153846156
10013	11514	558	530	0.3333333333333333
16861	24933	691	458	0.2926829268292683
30385	20044	548	806	0.3181818181818182
29727	18561	528	375	0.5555555555555556
24585	31512	492	349	0.2125
4714	21838	415	1230	0.20689655172413793
8955	30753	505	1271	0.2571428571428571
12826	10140	163	512	0.38095238095238093
12427	273	1272	294	0.21022727272727273
841	32813	261	496	0.391304347826087
24527	32207	322	160	0.30303030303030304
26512	27251	1345	385	0.2777777777777778
25863	24454	497	413	0.24193548387096775
25168	32083	310	530	0.288135593220339
20172	4668	342	222	0.48756218905472637
26790	2544	501	611	0.34
8157	25219	392	613	0.25
10640	12728	238	394	0.3170731707317073
28593	16728	377	375	0.2553191489361702
22844	33397	1307	787	0.3170731707317073
32022	24129	469	1224	0.25316455696202533
3781	25253	261	511	0.171875
27789	16173	846	484	0.6153846153846154
15882	31308	1341	277	0.2826086956521739
2261	23685	244	799	0.275
1851	9691	511	1524	0.2641509433962264
17126	29849	487	687	0.20168067226890757
9657	16665	313	525	0.391304347826087
16214	10579	293	516	0.26
808	7650	505	509	0.6513026052104208
6049	25188	287	261	0.20689655172413793
26061	5265	1519	412	0.36363636363636365
33982	12374	773	516	0.23255813953488372
27718	10867	873	346	0.23333333333333334
27975	16572	499	394	0.2804878048780488
19806	32810	342	871	0.2153846153846154
34943	25086	294	1450	0.27586206896551724
20183	26975	251	412	0.375
5824	7161	509	415	0.28125
22570	9352	736	338	0.21923076923076923
17630	13731	484	191	0.4666666666666667
26081	20191	508	290	0.2857142857142857
420	11036	521	468	0.21052631578947367
32225	103	128	474	0.5384615384615384
6348	4577	320	859	0.32
27383	34403	480	1166	0.26582278481012656
27318	18896	513	636	0.75
28242	11182	507	255	0.3018867924528302
11560	24553	710	481	0.35
12215	8803	472	1268	0.7
12977	31881	1508	516	0.23809523809523808
11926	32939	1236	377	0.21621621621621623
7224	29534	542	527	0.32
13931	12165	1315	548	0.3
13168	3865	521	589	0.42452830188679247
11975	12575	509	164	0.3333333333333333
16996	26790	1515	501	0.4375
