accession	protein_names	gene_names	organism	cluster	n_substrates	mean_tanimoto	median_tanimoto	std_tanimoto	min_tanimoto	max_tanimoto
A0A8V0YMJ0	Acyl-coenzyme A thioesterase 8 (EC 3.1.2.1) (EC 3.1.2.11) (EC 3.1.2.2) (EC 3.1.2.27) (EC 3.1.2.3) (EC 3.1.2.5) (Choloyl-coenzyme A thioesterase) (Peroxisomal acyl-coenzyme A thioester hydrolase 1) (Peroxisomal long-chain acyl-CoA thioesterase 1)	ACOT8	Gallus gallus (Chicken)	10	4	0.5041	0.3613	0.2467	0.3	0.9127
A0A8V5HA31	Acyl-coenzyme A thioesterase 8 (EC 3.1.2.1) (EC 3.1.2.11) (EC 3.1.2.2) (EC 3.1.2.27) (EC 3.1.2.3) (EC 3.1.2.5) (Choloyl-coenzyme A thioesterase) (Peroxisomal acyl-coenzyme A thioester hydrolase 1) (Peroxisomal long-chain acyl-CoA thioesterase 1)	LOC101876473	Melopsittacus undulatus (Budgerigar) (Psittacus undulatus)	10	4	0.5041	0.3613	0.2467	0.3	0.9127
A0A9B0T6Q0	Acyl-coenzyme A thioesterase 8 (EC 3.1.2.1) (EC 3.1.2.11) (EC 3.1.2.2) (EC 3.1.2.27) (EC 3.1.2.3) (EC 3.1.2.5) (Choloyl-coenzyme A thioesterase) (Peroxisomal acyl-coenzyme A thioester hydrolase 1) (Peroxisomal long-chain acyl-CoA thioesterase 1)	ACOT8	Chrysochloris asiatica (Cape golden mole)	10	4	0.5041	0.3613	0.2467	0.3	0.9127
A0A9D3SCR8	Acyl-coenzyme A thioesterase 8 (EC 3.1.2.1) (EC 3.1.2.11) (EC 3.1.2.2) (EC 3.1.2.27) (EC 3.1.2.3) (EC 3.1.2.5) (Choloyl-coenzyme A thioesterase) (Peroxisomal acyl-coenzyme A thioester hydrolase 1) (Peroxisomal long-chain acyl-CoA thioesterase 1)	KOW79_017349	Hemibagrus wyckioides	10	4	0.5041	0.3613	0.2467	0.3	0.9127
A0A9D3T8J3	Acyl-coenzyme A thioesterase 8 (EC 3.1.2.1) (EC 3.1.2.11) (EC 3.1.2.2) (EC 3.1.2.27) (EC 3.1.2.3) (EC 3.1.2.5) (Choloyl-coenzyme A thioesterase) (Peroxisomal acyl-coenzyme A thioester hydrolase 1) (Peroxisomal long-chain acyl-CoA thioesterase 1)	MATL_G00076600	Megalops atlanticus (Tarpon) (Clupea gigantea)	10	4	0.5041	0.3613	0.2467	0.3	0.9127
A0A9D3XLH1	Acyl-coenzyme A thioesterase 8 (EC 3.1.2.1) (EC 3.1.2.11) (EC 3.1.2.2) (EC 3.1.2.27) (EC 3.1.2.3) (EC 3.1.2.5) (Choloyl-coenzyme A thioesterase) (Peroxisomal acyl-coenzyme A thioester hydrolase 1) (Peroxisomal long-chain acyl-CoA thioesterase 1)	KIL84_009842	Mauremys mutica (yellowpond turtle)	10	4	0.5041	0.3613	0.2467	0.3	0.9127
A0A9J7JUX0	Acyl-coenzyme A thioesterase 8 (EC 3.1.2.1) (EC 3.1.2.11) (EC 3.1.2.2) (EC 3.1.2.27) (EC 3.1.2.3) (EC 3.1.2.5) (Choloyl-coenzyme A thioesterase) (Peroxisomal acyl-coenzyme A thioester hydrolase 1) (Peroxisomal long-chain acyl-CoA thioesterase 1)	LOC100761464	Cricetulus griseus (Chinese hamster) (Cricetulus barabensis griseus)	10	4	0.5041	0.3613	0.2467	0.3	0.9127
A0A9J7JWC7	Acyl-coenzyme A thioesterase 8 (EC 3.1.2.1) (EC 3.1.2.11) (EC 3.1.2.2) (EC 3.1.2.27) (EC 3.1.2.3) (EC 3.1.2.5) (Choloyl-coenzyme A thioesterase) (Peroxisomal acyl-coenzyme A thioester hydrolase 1) (Peroxisomal long-chain acyl-CoA thioesterase 1)	LOC100761464	Cricetulus griseus (Chinese hamster) (Cricetulus barabensis griseus)	10	4	0.5041	0.3613	0.2467	0.3	0.9127
A0A9L0IW98	Acyl-coenzyme A thioesterase 8 (EC 3.1.2.1) (EC 3.1.2.11) (EC 3.1.2.2) (EC 3.1.2.27) (EC 3.1.2.3) (EC 3.1.2.5) (Choloyl-coenzyme A thioesterase) (Peroxisomal acyl-coenzyme A thioester hydrolase 1) (Peroxisomal long-chain acyl-CoA thioesterase 1)	ACOT8	Equus asinus (Donkey) (Equus africanus asinus)	10	4	0.5041	0.3613	0.2467	0.3	0.9127
A0A9L0IZF6	Acyl-coenzyme A thioesterase 8 (EC 3.1.2.1) (EC 3.1.2.11) (EC 3.1.2.2) (EC 3.1.2.27) (EC 3.1.2.3) (EC 3.1.2.5) (Choloyl-coenzyme A thioesterase) (Peroxisomal acyl-coenzyme A thioester hydrolase 1) (Peroxisomal long-chain acyl-CoA thioesterase 1)	ACOT8	Equus asinus (Donkey) (Equus africanus asinus)	10	4	0.5041	0.3613	0.2467	0.3	0.9127
A0A9L0S3P5	Acyl-coenzyme A thioesterase 8 (EC 3.1.2.1) (EC 3.1.2.11) (EC 3.1.2.2) (EC 3.1.2.27) (EC 3.1.2.3) (EC 3.1.2.5) (Choloyl-coenzyme A thioesterase) (Peroxisomal acyl-coenzyme A thioester hydrolase 1) (Peroxisomal long-chain acyl-CoA thioesterase 1)	ACOT8	Equus caballus (Horse)	10	4	0.5041	0.3613	0.2467	0.3	0.9127
A0A9L0TJ91	Acyl-coenzyme A thioesterase 8 (EC 3.1.2.1) (EC 3.1.2.11) (EC 3.1.2.2) (EC 3.1.2.27) (EC 3.1.2.3) (EC 3.1.2.5) (Choloyl-coenzyme A thioesterase) (Peroxisomal acyl-coenzyme A thioester hydrolase 1) (Peroxisomal long-chain acyl-CoA thioesterase 1)	ACOT8	Equus caballus (Horse)	10	4	0.5041	0.3613	0.2467	0.3	0.9127
A0A9L0TSG8	Acyl-coenzyme A thioesterase 8 (EC 3.1.2.1) (EC 3.1.2.11) (EC 3.1.2.2) (EC 3.1.2.27) (EC 3.1.2.3) (EC 3.1.2.5) (Choloyl-coenzyme A thioesterase) (Peroxisomal acyl-coenzyme A thioester hydrolase 1) (Peroxisomal long-chain acyl-CoA thioesterase 1) (Troponin C, skeletal muscle)	ACOT8	Equus caballus (Horse)	10	4	0.5041	0.3613	0.2467	0.3	0.9127
A0A9N7VT20	Acyl-coenzyme A thioesterase 8 (EC 3.1.2.1) (EC 3.1.2.11) (EC 3.1.2.2) (EC 3.1.2.27) (EC 3.1.2.3) (EC 3.1.2.5) (Choloyl-coenzyme A thioesterase) (Peroxisomal acyl-coenzyme A thioester hydrolase 1) (Peroxisomal long-chain acyl-CoA thioesterase 1)	PLEPLA_LOCUS42500	Pleuronectes platessa (European plaice)	10	4	0.5041	0.3613	0.2467	0.3	0.9127
A0A9Q1D4P9	Acyl-coenzyme A thioesterase 8 (EC 3.1.2.1) (EC 3.1.2.11) (EC 3.1.2.2) (EC 3.1.2.27) (EC 3.1.2.3) (EC 3.1.2.5) (Choloyl-coenzyme A thioesterase) (Peroxisomal acyl-coenzyme A thioester hydrolase 1) (Peroxisomal long-chain acyl-CoA thioesterase 1)	COCON_G00175400	Conger conger (Conger eel) (Muraena conger)	10	4	0.5041	0.3613	0.2467	0.3	0.9127
A0A9Q1FLS7	Acyl-coenzyme A thioesterase 8 (EC 3.1.2.1) (EC 3.1.2.11) (EC 3.1.2.2) (EC 3.1.2.27) (EC 3.1.2.3) (EC 3.1.2.5) (Choloyl-coenzyme A thioesterase) (Peroxisomal acyl-coenzyme A thioester hydrolase 1) (Peroxisomal long-chain acyl-CoA thioesterase 1)	SKAU_G00178190	Synaphobranchus kaupii (Kaup's arrowtooth eel)	10	4	0.5041	0.3613	0.2467	0.3	0.9127
A0A9V1G2D1	Acyl-coenzyme A thioesterase 8 (EC 3.1.2.1) (EC 3.1.2.11) (EC 3.1.2.2) (EC 3.1.2.27) (EC 3.1.2.3) (EC 3.1.2.5) (Choloyl-coenzyme A thioesterase) (Peroxisomal acyl-coenzyme A thioester hydrolase 1) (Peroxisomal long-chain acyl-CoA thioesterase 1)	ACOT8	Panthera pardus (Leopard) (Felis pardus)	10	4	0.5041	0.3613	0.2467	0.3	0.9127
A0A9V1G2Q2	Acyl-coenzyme A thioesterase 8 (EC 3.1.2.1) (EC 3.1.2.11) (EC 3.1.2.2) (EC 3.1.2.27) (EC 3.1.2.3) (EC 3.1.2.5) (Choloyl-coenzyme A thioesterase) (Peroxisomal acyl-coenzyme A thioester hydrolase 1) (Peroxisomal long-chain acyl-CoA thioesterase 1)	ACOT8	Panthera pardus (Leopard) (Felis pardus)	10	4	0.5041	0.3613	0.2467	0.3	0.9127
A0A9X9LHS0	Acyl-coenzyme A thioesterase 8 (EC 3.1.2.1) (EC 3.1.2.11) (EC 3.1.2.2) (EC 3.1.2.27) (EC 3.1.2.3) (EC 3.1.2.5) (Choloyl-coenzyme A thioesterase) (Peroxisomal acyl-coenzyme A thioester hydrolase 1) (Peroxisomal long-chain acyl-CoA thioesterase 1)	BN2614_LOCUS1	Gulo gulo (Wolverine) (Gluton)	10	4	0.5041	0.3613	0.2467	0.3	0.9127
A0AA35KJT6	Acyl-coenzyme A thioesterase 8 (EC 3.1.2.1) (EC 3.1.2.11) (EC 3.1.2.2) (EC 3.1.2.27) (EC 3.1.2.3) (EC 3.1.2.5) (Choloyl-coenzyme A thioesterase) (Peroxisomal acyl-coenzyme A thioester hydrolase 1) (Peroxisomal long-chain acyl-CoA thioesterase 1)	PODLI_1B027814	Podarcis lilfordi (Lilford's wall lizard)	10	4	0.5041	0.3613	0.2467	0.3	0.9127
A0AA40HVJ7	Acyl-coenzyme A thioesterase 8 (EC 3.1.2.1) (EC 3.1.2.11) (EC 3.1.2.2) (EC 3.1.2.27) (EC 3.1.2.3) (EC 3.1.2.5) (Choloyl-coenzyme A thioesterase) (Peroxisomal acyl-coenzyme A thioester hydrolase 1) (Peroxisomal long-chain acyl-CoA thioesterase 1)	QTO34_002325	Cnephaeus nilssonii (Northern bat) (Eptesicus nilssonii)	10	4	0.5041	0.3613	0.2467	0.3	0.9127
A0AA41NGT9	Acyl-coenzyme A thioesterase 8 (EC 3.1.2.1) (EC 3.1.2.11) (EC 3.1.2.2) (EC 3.1.2.27) (EC 3.1.2.3) (EC 3.1.2.5) (Choloyl-coenzyme A thioesterase) (Peroxisomal acyl-coenzyme A thioester hydrolase 1) (Peroxisomal long-chain acyl-CoA thioesterase 1)	SUZIE_206520	Sciurus carolinensis (Eastern gray squirrel)	10	4	0.5041	0.3613	0.2467	0.3	0.9127
A0AA47ND67	Acyl-coenzyme A thioesterase 8 (EC 3.1.2.1) (EC 3.1.2.11) (EC 3.1.2.2) (EC 3.1.2.27) (EC 3.1.2.3) (EC 3.1.2.5) (Choloyl-coenzyme A thioesterase) (Peroxisomal acyl-coenzyme A thioester hydrolase 1) (Peroxisomal long-chain acyl-CoA thioesterase 1)	Acot8 N1851_000330	Merluccius polli (Benguela hake) (Merluccius cadenati)	10	4	0.5041	0.3613	0.2467	0.3	0.9127
A0AA88IWT2	Acyl-coenzyme A thioesterase 8 (EC 3.1.2.1) (EC 3.1.2.11) (EC 3.1.2.2) (EC 3.1.2.27) (EC 3.1.2.3) (EC 3.1.2.5) (Choloyl-coenzyme A thioesterase) (Peroxisomal acyl-coenzyme A thioester hydrolase 1) (Peroxisomal long-chain acyl-CoA thioesterase 1)	Q7C36_020943	Tachysurus vachellii (Darkbarbel catfish) (Pelteobagrus vachellii)	10	4	0.5041	0.3613	0.2467	0.3	0.9127
A0AA88TDC1	Acyl-coenzyme A thioesterase 8 (EC 3.1.2.1) (EC 3.1.2.11) (EC 3.1.2.2) (EC 3.1.2.27) (EC 3.1.2.3) (EC 3.1.2.5) (Choloyl-coenzyme A thioesterase) (Peroxisomal acyl-coenzyme A thioester hydrolase 1) (Peroxisomal long-chain acyl-CoA thioesterase 1)	Q8A67_021738	Cirrhinus molitorella (mud carp)	10	4	0.5041	0.3613	0.2467	0.3	0.9127
A0AA88TDP8	Acyl-coenzyme A thioesterase 8 (EC 3.1.2.1) (EC 3.1.2.11) (EC 3.1.2.2) (EC 3.1.2.27) (EC 3.1.2.3) (EC 3.1.2.5) (Choloyl-coenzyme A thioesterase) (Peroxisomal acyl-coenzyme A thioester hydrolase 1) (Peroxisomal long-chain acyl-CoA thioesterase 1)	Q5P01_002128	Channa striata (Snakehead murrel) (Ophicephalus striatus)	10	4	0.5041	0.3613	0.2467	0.3	0.9127
A0AA97JHB4	Acyl-coenzyme A thioesterase 8 (EC 3.1.2.1) (EC 3.1.2.11) (EC 3.1.2.2) (EC 3.1.2.27) (EC 3.1.2.3) (EC 3.1.2.5) (Choloyl-coenzyme A thioesterase) (Peroxisomal acyl-coenzyme A thioester hydrolase 1) (Peroxisomal long-chain acyl-CoA thioesterase 1)	ACOT8	Eublepharis macularius (Leopard gecko) (Cyrtodactylus macularius)	10	4	0.5041	0.3613	0.2467	0.3	0.9127
A0AAD1SJ43	Acyl-coenzyme A thioesterase 8 (EC 3.1.2.1) (EC 3.1.2.11) (EC 3.1.2.2) (EC 3.1.2.27) (EC 3.1.2.3) (EC 3.1.2.5) (Choloyl-coenzyme A thioesterase) (Peroxisomal acyl-coenzyme A thioester hydrolase 1) (Peroxisomal long-chain acyl-CoA thioesterase 1)	PECUL_23A022863	Pelobates cultripes (Western spadefoot toad)	10	4	0.5041	0.3613	0.2467	0.3	0.9127
A0AAD1SKU8	Acyl-coenzyme A thioesterase 8 (EC 3.1.2.1) (EC 3.1.2.11) (EC 3.1.2.2) (EC 3.1.2.27) (EC 3.1.2.3) (EC 3.1.2.5) (Choloyl-coenzyme A thioesterase) (Peroxisomal acyl-coenzyme A thioester hydrolase 1) (Peroxisomal long-chain acyl-CoA thioesterase 1)	PECUL_23A022863	Pelobates cultripes (Western spadefoot toad)	10	4	0.5041	0.3613	0.2467	0.3	0.9127
A0AAD3MXR8	Acyl-coenzyme A thioesterase 8 (EC 3.1.2.1) (EC 3.1.2.11) (EC 3.1.2.2) (EC 3.1.2.27) (EC 3.1.2.3) (EC 3.1.2.5) (Choloyl-coenzyme A thioesterase) (Peroxisomal acyl-coenzyme A thioester hydrolase 1) (Peroxisomal long-chain acyl-CoA thioesterase 1)	AKAME5_001388700	Lates japonicus (Japanese lates)	10	4	0.5041	0.3613	0.2467	0.3	0.9127
A0AAD4U5W9	Acyl-coenzyme A thioesterase 8 (EC 3.1.2.1) (EC 3.1.2.11) (EC 3.1.2.2) (EC 3.1.2.27) (EC 3.1.2.3) (EC 3.1.2.5) (Choloyl-coenzyme A thioesterase) (Peroxisomal acyl-coenzyme A thioester hydrolase 1) (Peroxisomal long-chain acyl-CoA thioesterase 1)	MG293_011962	Ovis ammon polii	10	4	0.5041	0.3613	0.2467	0.3	0.9127
A0AAD5AU14	Acyl-coenzyme A thioesterase 8 (EC 3.1.2.1) (EC 3.1.2.11) (EC 3.1.2.2) (EC 3.1.2.27) (EC 3.1.2.3) (EC 3.1.2.5) (Choloyl-coenzyme A thioesterase) (Peroxisomal acyl-coenzyme A thioester hydrolase 1) (Peroxisomal long-chain acyl-CoA thioesterase 1)	C0J50_17495	Silurus asotus (Amur catfish) (Parasilurus asotus)	10	4	0.5041	0.3613	0.2467	0.3	0.9127
A0AAD6ABY0	Acyl-coenzyme A thioesterase 8 (EC 3.1.2.1) (EC 3.1.2.11) (EC 3.1.2.2) (EC 3.1.2.27) (EC 3.1.2.3) (EC 3.1.2.5) (Choloyl-coenzyme A thioesterase) (Peroxisomal acyl-coenzyme A thioester hydrolase 1) (Peroxisomal long-chain acyl-CoA thioesterase 1)	JOQ06_022859	Pogonophryne albipinna	10	4	0.5041	0.3613	0.2467	0.3	0.9127
A0AAD6AD09	Acyl-coenzyme A thioesterase 8 (EC 3.1.2.1) (EC 3.1.2.11) (EC 3.1.2.2) (EC 3.1.2.27) (EC 3.1.2.3) (EC 3.1.2.5) (Choloyl-coenzyme A thioesterase) (Peroxisomal acyl-coenzyme A thioester hydrolase 1) (Peroxisomal long-chain acyl-CoA thioesterase 1)	JOQ06_022850	Pogonophryne albipinna	10	4	0.5041	0.3613	0.2467	0.3	0.9127
A0AAD7W749	Acyl-coenzyme A thioesterase 8 (EC 3.1.2.1) (EC 3.1.2.11) (EC 3.1.2.2) (EC 3.1.2.27) (EC 3.1.2.3) (EC 3.1.2.5) (Choloyl-coenzyme A thioesterase) (Peroxisomal acyl-coenzyme A thioester hydrolase 1) (Peroxisomal long-chain acyl-CoA thioesterase 1)	AAFF_G00190500	Aldrovandia affinis	10	4	0.5041	0.3613	0.2467	0.3	0.9127
A0AAD8CVJ7	Acyl-coenzyme A thioesterase 8 (EC 3.1.2.1) (EC 3.1.2.11) (EC 3.1.2.2) (EC 3.1.2.27) (EC 3.1.2.3) (EC 3.1.2.5) (Choloyl-coenzyme A thioesterase) (Peroxisomal acyl-coenzyme A thioester hydrolase 1) (Peroxisomal long-chain acyl-CoA thioesterase 1)	ACOT8 AOXY_G26393	Acipenser oxyrinchus oxyrinchus	10	4	0.5041	0.3613	0.2467	0.3	0.9127
A0AAD8CVP1	Acyl-coenzyme A thioesterase 8 (EC 3.1.2.1) (EC 3.1.2.11) (EC 3.1.2.2) (EC 3.1.2.27) (EC 3.1.2.3) (EC 3.1.2.5) (Choloyl-coenzyme A thioesterase) (Peroxisomal acyl-coenzyme A thioester hydrolase 1) (Peroxisomal long-chain acyl-CoA thioesterase 1)	ACOT8 AOXY_G23842	Acipenser oxyrinchus oxyrinchus	10	4	0.5041	0.3613	0.2467	0.3	0.9127
A0AAD9CFU7	Acyl-coenzyme A thioesterase 8 (EC 3.1.2.1) (EC 3.1.2.11) (EC 3.1.2.2) (EC 3.1.2.27) (EC 3.1.2.3) (EC 3.1.2.5) (Choloyl-coenzyme A thioesterase) (Peroxisomal acyl-coenzyme A thioester hydrolase 1) (Peroxisomal long-chain acyl-CoA thioesterase 1)	KUDE01_003734	Dissostichus eleginoides (Patagonian toothfish) (Dissostichus amissus)	10	4	0.5041	0.3613	0.2467	0.3	0.9127
A0AAJ7XDU5	Acyl-coenzyme A thioesterase 8 (EC 3.1.2.1) (EC 3.1.2.11) (EC 3.1.2.27) (EC 3.1.2.3) (EC 3.1.2.5) (Choloyl-coenzyme A thioesterase) (Peroxisomal acyl-coenzyme A thioester hydrolase 1) (Peroxisomal long-chain acyl-CoA thioesterase 1)	ACOT8	Petromyzon marinus (Sea lamprey)	10	4	0.5041	0.3613	0.2467	0.3	0.9127
A0AAN7RR70	Acyl-coenzyme A thioesterase 8 (EC 3.1.2.1) (EC 3.1.2.11) (EC 3.1.2.2) (EC 3.1.2.27) (EC 3.1.2.3) (EC 3.1.2.5) (Choloyl-coenzyme A thioesterase) (Peroxisomal acyl-coenzyme A thioester hydrolase 1) (Peroxisomal long-chain acyl-CoA thioesterase 1)	QYF61_022049	Mycteria americana (Wood stork)	10	4	0.5041	0.3613	0.2467	0.3	0.9127
A0AAN7Y8S2	Acyl-coenzyme A thioesterase 8 (EC 3.1.2.1) (EC 3.1.2.11) (EC 3.1.2.2) (EC 3.1.2.27) (EC 3.1.2.3) (EC 3.1.2.5) (Choloyl-coenzyme A thioesterase) (Peroxisomal acyl-coenzyme A thioester hydrolase 1) (Peroxisomal long-chain acyl-CoA thioesterase 1)	PBY51_013700	Eleginops maclovinus (Patagonian blennie) (Eleginus maclovinus)	10	4	0.5041	0.3613	0.2467	0.3	0.9127
A0AAN8D3N5	Acyl-coenzyme A thioesterase 8 (EC 3.1.2.1) (EC 3.1.2.11) (EC 3.1.2.2) (EC 3.1.2.27) (EC 3.1.2.3) (EC 3.1.2.5) (Choloyl-coenzyme A thioesterase) (Peroxisomal acyl-coenzyme A thioester hydrolase 1) (Peroxisomal long-chain acyl-CoA thioesterase 1)	CesoFtcFv8_002942	Champsocephalus esox (pike icefish)	10	4	0.5041	0.3613	0.2467	0.3	0.9127
A0AAN8E7P8	Acyl-coenzyme A thioesterase 8 (EC 3.1.2.1) (EC 3.1.2.11) (EC 3.1.2.2) (EC 3.1.2.27) (EC 3.1.2.3) (EC 3.1.2.5) (Choloyl-coenzyme A thioesterase) (Peroxisomal acyl-coenzyme A thioester hydrolase 1) (Peroxisomal long-chain acyl-CoA thioesterase 1)	CgunFtcFv8_015003	Champsocephalus gunnari (Mackerel icefish)	10	4	0.5041	0.3613	0.2467	0.3	0.9127
A0AAN8QVX6	Acyl-coenzyme A thioesterase 8 (EC 3.1.2.1) (EC 3.1.2.11) (EC 3.1.2.2) (EC 3.1.2.27) (EC 3.1.2.3) (EC 3.1.2.5) (Choloyl-coenzyme A thioesterase) (Peroxisomal acyl-coenzyme A thioester hydrolase 1) (Peroxisomal long-chain acyl-CoA thioesterase 1)	J4Q44_G00098760	Coregonus suidteri	10	4	0.5041	0.3613	0.2467	0.3	0.9127
A0AAN9CCB2	Acyl-coenzyme A thioesterase 8 (EC 3.1.2.1) (EC 3.1.2.11) (EC 3.1.2.2) (EC 3.1.2.27) (EC 3.1.2.3) (EC 3.1.2.5) (Choloyl-coenzyme A thioesterase) (Peroxisomal acyl-coenzyme A thioester hydrolase 1) (Peroxisomal long-chain acyl-CoA thioesterase 1)	R3I93_020748	Phoxinus phoxinus (Eurasian minnow)	10	4	0.5041	0.3613	0.2467	0.3	0.9127
A0AAU9YPU7	Acyl-coenzyme A thioesterase 8 (EC 3.1.2.1) (EC 3.1.2.11) (EC 3.1.2.2) (EC 3.1.2.27) (EC 3.1.2.3) (EC 3.1.2.5) (Choloyl-coenzyme A thioesterase) (Peroxisomal acyl-coenzyme A thioester hydrolase 1) (Peroxisomal long-chain acyl-CoA thioesterase 1)	Acot8 PHOROB_LOCUS807	Phodopus roborovskii (Roborovski's desert hamster) (Cricetulus roborovskii)	10	4	0.5041	0.3613	0.2467	0.3	0.9127
A0AAV1ESI3	Acyl-coenzyme A thioesterase 8 (EC 3.1.2.1) (EC 3.1.2.11) (EC 3.1.2.2) (EC 3.1.2.27) (EC 3.1.2.3) (EC 3.1.2.5) (Choloyl-coenzyme A thioesterase) (Peroxisomal acyl-coenzyme A thioester hydrolase 1) (Peroxisomal long-chain acyl-CoA thioesterase 1)	XNOV1_A041030	Xyrichtys novacula (Pearly razorfish) (Hemipteronotus novacula)	10	4	0.5041	0.3613	0.2467	0.3	0.9127
A0AAV1NGU7	Acyl-coenzyme A thioesterase 8 (EC 3.1.2.1) (EC 3.1.2.11) (EC 3.1.2.2) (EC 3.1.2.27) (EC 3.1.2.3) (EC 3.1.2.5) (Choloyl-coenzyme A thioesterase) (Peroxisomal acyl-coenzyme A thioester hydrolase 1) (Peroxisomal long-chain acyl-CoA thioesterase 1)	FSCOSCO3_A004345	Scomber scombrus (Atlantic mackerel) (Scomber vernalis)	10	4	0.5041	0.3613	0.2467	0.3	0.9127
A0AAV2M605	Acyl-coenzyme A thioesterase 8 (EC 3.1.2.1) (EC 3.1.2.11) (EC 3.1.2.2) (EC 3.1.2.27) (EC 3.1.2.3) (EC 3.1.2.5) (Choloyl-coenzyme A thioesterase) (Peroxisomal acyl-coenzyme A thioester hydrolase 1) (Peroxisomal long-chain acyl-CoA thioesterase 1)	KC01_LOCUS35636	Knipowitschia caucasica (Caucasian dwarf goby) (Pomatoschistus caucasicus)	10	4	0.5041	0.3613	0.2467	0.3	0.9127
A0AAV3A985	Acyl-coenzyme A thioesterase 8 (EC 3.1.2.1) (EC 3.1.2.11) (EC 3.1.2.2) (EC 3.1.2.27) (EC 3.1.2.3) (EC 3.1.2.5) (Choloyl-coenzyme A thioesterase) (Peroxisomal acyl-coenzyme A thioester hydrolase 1) (Peroxisomal long-chain acyl-CoA thioesterase 1)	GDO54_008266	Pyxicephalus adspersus (African bullfrog)	10	4	0.5041	0.3613	0.2467	0.3	0.9127
A0AAV6GL88	Acyl-coenzyme A thioesterase 8 (EC 3.1.2.1) (EC 3.1.2.11) (EC 3.1.2.2) (EC 3.1.2.27) (EC 3.1.2.3) (EC 3.1.2.5) (Choloyl-coenzyme A thioesterase) (Peroxisomal acyl-coenzyme A thioester hydrolase 1) (Peroxisomal long-chain acyl-CoA thioesterase 1)	AALO_G00139960	Alosa alosa (allis shad)	10	4	0.5041	0.3613	0.2467	0.3	0.9127
A0AAV6QNQ5	Acyl-coenzyme A thioesterase 8 (EC 3.1.2.1) (EC 3.1.2.11) (EC 3.1.2.2) (EC 3.1.2.27) (EC 3.1.2.3) (EC 3.1.2.5) (Choloyl-coenzyme A thioesterase) (Peroxisomal acyl-coenzyme A thioester hydrolase 1) (Peroxisomal long-chain acyl-CoA thioesterase 1)	JOB18_034945	Solea senegalensis (Senegalese sole)	10	4	0.5041	0.3613	0.2467	0.3	0.9127
A0AAV7AWK5	Acyl-coenzyme A thioesterase 8 (EC 3.1.2.1) (EC 3.1.2.11) (EC 3.1.2.2) (EC 3.1.2.27) (EC 3.1.2.3) (EC 3.1.2.5) (Choloyl-coenzyme A thioesterase) (Peroxisomal acyl-coenzyme A thioester hydrolase 1) (Peroxisomal long-chain acyl-CoA thioesterase 1)	GDO81_012888	Engystomops pustulosus (Tungara frog) (Physalaemus pustulosus)	10	4	0.5041	0.3613	0.2467	0.3	0.9127
A0AAV7B1R9	Acyl-coenzyme A thioesterase 8 (EC 3.1.2.1) (EC 3.1.2.11) (EC 3.1.2.2) (EC 3.1.2.27) (EC 3.1.2.3) (EC 3.1.2.5) (Choloyl-coenzyme A thioesterase) (Peroxisomal acyl-coenzyme A thioester hydrolase 1) (Peroxisomal long-chain acyl-CoA thioesterase 1)	GDO81_012888	Engystomops pustulosus (Tungara frog) (Physalaemus pustulosus)	10	4	0.5041	0.3613	0.2467	0.3	0.9127
A0AAV7P7R3	Acyl-coenzyme A thioesterase 8 (EC 3.1.2.1) (EC 3.1.2.11) (EC 3.1.2.2) (EC 3.1.2.27) (EC 3.1.2.3) (EC 3.1.2.5) (Choloyl-coenzyme A thioesterase) (Peroxisomal acyl-coenzyme A thioester hydrolase 1) (Peroxisomal long-chain acyl-CoA thioesterase 1)	NDU88_001808	Pleurodeles waltl (Iberian ribbed newt)	10	4	0.5041	0.3613	0.2467	0.3	0.9127
A0AAV9SPN3	Acyl-coenzyme A thioesterase 8 (EC 3.1.2.1) (EC 3.1.2.11) (EC 3.1.2.2) (EC 3.1.2.27) (EC 3.1.2.3) (EC 3.1.2.5) (Choloyl-coenzyme A thioesterase) (Peroxisomal acyl-coenzyme A thioester hydrolase 1) (Peroxisomal long-chain acyl-CoA thioesterase 1)	ACOT8 CRENBAI_017311	Crenichthys baileyi (White River springfish)	10	4	0.5041	0.3613	0.2467	0.3	0.9127
A0AAW0JMU9	Acyl-coenzyme A thioesterase 8 (EC 3.1.2.1) (EC 3.1.2.11) (EC 3.1.2.2) (EC 3.1.2.27) (EC 3.1.2.3) (EC 3.1.2.5) (Choloyl-coenzyme A thioesterase) (Peroxisomal acyl-coenzyme A thioester hydrolase 1) (Peroxisomal long-chain acyl-CoA thioesterase 1)	U0070_019641	Myodes glareolus (Bank vole) (Clethrionomys glareolus)	10	4	0.5041	0.3613	0.2467	0.3	0.9127
A0AAW0NMB5	Acyl-coenzyme A thioesterase 8 (EC 3.1.2.1) (EC 3.1.2.11) (EC 3.1.2.2) (EC 3.1.2.27) (EC 3.1.2.3) (EC 3.1.2.5) (Choloyl-coenzyme A thioesterase) (Peroxisomal acyl-coenzyme A thioester hydrolase 1) (Peroxisomal long-chain acyl-CoA thioesterase 1)	WMY93_019824	Mugilogobius chulae (yellowstripe goby)	10	4	0.5041	0.3613	0.2467	0.3	0.9127
